	Diets	Size_Class	Home_Range	Activity	Schooling	Level_water
1263	PK	S5	VMob	Day	LargeG	High
12630	FC	S2	Sed	Night	SmallG	Low
12632	OM	S1	Sed	Day	Sol	Bottom
12633	OM	S1	Sed	Day	Sol	Bottom
12634	HD	S2	Sed	Day	Sol	Bottom
12635	HD	S2	Sed	Day	Sol	Bottom
12636	HD	S1	Sed	Day	Sol	Bottom
12638	OM	S1	Sed	Day	Sol	Bottom
1264	HM	S4	Mob	Day	SmallG	Bottom
12640	OM	S1	Sed	Day	Sol	Bottom
12641	PK	S2	Sed	Day	Sol	Low
12642	HD	S1	Sed	Day	Sol	Bottom
12643	IM	S2	Sed	Day	Sol	Bottom
12644	IM	S1	Sed	Day	Sol	Bottom
12645	PK	S2	Sed	Day	Pair	Bottom
12646	OM	S3	Sed	Day	MedG	Bottom
12647	IM	S1	Sed	Day	Sol	Bottom
12648	PK	S3	Sed	Day	MedG	Low
1265	HM	S5	Mob	Day	SmallG	Bottom
12653	IM	S2	Sed	Day	Sol	Bottom
12654	IM	S2	Sed	Day	Sol	Bottom
12655	FC	S3	Sed	Night	Sol	Bottom
12656	PK	S2	Sed	Day	Sol	Bottom
12657	IM	S4	VMob	Both	SmallG	Bottom
12658	PK	S2	Sed	Night	Sol	Low
12659	PK	S2	Sed	Night	SmallG	Bottom
1266	HD	S4	Mob	Day	Pair	Bottom
12661	HD	S4	Mob	Day	SmallG	Bottom
12662	IM	S3	Sed	Day	Sol	Bottom
12663	IM	S3	Mob	Day	Sol	Bottom
12668	IM	S3	Mob	Day	Sol	Bottom
12670	PK	S3	Sed	Day	SmallG	Low
12671	PK	S2	Sed	Night	SmallG	Low
12676	PK	S4	VMob	Day	SmallG	High
12677	PK	S2	Sed	Day	Pair	Low
12678	PK	S2	Sed	Day	Pair	Low
12679	OM	S2	Sed	Day	Sol	Bottom
12683	PK	S3	VMob	Day	SmallG	High
12684	OM	S2	Sed	Day	Sol	Bottom
12688	FC	S3	Sed	Night	Sol	Bottom
12690	FC	S5	Mob	Both	Sol	Bottom
12691	PK	S2	Sed	Day	LargeG	Low
12692	OM	S1	Sed	Day	Sol	Bottom
12693	IM	S2	Sed	Day	Sol	Bottom
12694	IM	S2	Sed	Day	Sol	Bottom
12697	IM	S2	Sed	Day	Sol	Bottom
12699	IM	S2	Sed	Day	Sol	Bottom
127	PK	S2	Sed	Night	SmallG	Low
12700	PK	S2	Sed	Day	LargeG	Low
12701	FC	S3	Mob	Both	Sol	Bottom
12702	FC	S3	Sed	Day	Sol	Bottom
12704	PK	S4	Sed	Day	SmallG	Bottom
12705	PK	S5	Sed	Day	SmallG	Bottom
12706	HM	S5	VMob	Day	MedG	Bottom
12707	OM	S4	Mob	Day	Sol	Bottom
12714	IM	S2	Sed	Day	Sol	Bottom
12719	PK	S2	Sed	Day	LargeG	Low
12722	IM	S4	Mob	Day	Sol	Bottom
12723	HM	S5	VMob	Day	MedG	Low
12724	IM	S2	Sed	Day	SmallG	Bottom
12727	FC	S4	Sed	Night	Sol	Bottom
12728	PK	S2	Sed	Day	MedG	Low
12729	IM	S6	Mob	Day	Sol	Bottom
12730	PK	S2	Sed	Day	MedG	Low
12731	PK	S2	Sed	Day	LargeG	Low
12733	PK	S2	Sed	Day	LargeG	Low
12738	IM	S2	Sed	Day	Sol	Bottom
12740	IM	S2	Sed	Day	Sol	Bottom
12741	IM	S1	Sed	Day	Sol	Bottom
12742	IM	S1	Sed	Day	Sol	Bottom
12743	IM	S3	Mob	Day	Sol	Bottom
12744	IM	S4	Mob	Day	Sol	Bottom
12746	IM	S2	Mob	Day	Sol	Bottom
12747	PK	S2	Sed	Night	MedG	Low
12748	OM	S2	Sed	Day	Sol	Bottom
12750	PK	S1	Sed	Day	Pair	Low
12752	PK	S1	Sed	Day	MedG	Bottom
12753	PK	S3	Mob	Night	SmallG	Low
12754	PK	S1	Sed	Day	MedG	Bottom
12755	IM	S2	Sed	Day	Sol	Low
12757	FC	S3	Mob	Night	Sol	Low
12758	OM	S1	Sed	Day	Sol	Bottom
12759	IM	S3	Sed	Day	Sol	Bottom
12761	OM	S2	Sed	Day	Sol	Bottom
12764	IM	S2	Sed	Day	Sol	Bottom
12765	IM	S2	Sed	Day	Sol	Bottom
12766	IM	S2	Sed	Day	Sol	Bottom
12767	FC	S3	Sed	Night	Sol	Bottom
12768	OM	S2	Sed	Day	Sol	Bottom
12770	OM	S3	Sed	Day	Pair	Bottom
12771	IM	S2	Sed	Day	Pair	Bottom
12772	PK	S2	Sed	Day	Pair	Low
12773	IM	S3	Sed	Day	Sol	Bottom
12776	PK	S2	Sed	Day	LargeG	Low
12778	OM	S4	Sed	Day	Pair	Bottom
12779	IM	S3	Mob	Day	Sol	Bottom
12780	IM	S5	Mob	Day	Sol	Bottom
12781	PK	S2	Sed	Day	MedG	Low
12782	HD	S3	Mob	Day	Sol	Bottom
12783	IM	S3	Mob	Day	SmallG	Bottom
12784	IM	S2	Sed	Day	Sol	Bottom
12785	OM	S2	Sed	Night	Sol	Bottom
12787	IM	S2	Sed	Day	Sol	Low
12788	IM	S1	Sed	Day	Sol	Low
12789	IM	S2	Mob	Day	SmallG	Bottom
12790	IM	S2	Mob	Day	Sol	Bottom
12793	IM	S3	Mob	Day	SmallG	Bottom
12794	IM	S4	Mob	Day	Sol	Bottom
12795	IM	S3	Sed	Day	Sol	Bottom
12796	IM	S3	Sed	Day	Sol	Bottom
12797	IM	S1	Sed	Night	Sol	Bottom
12798	IM	S1	Sed	Night	Sol	Bottom
12799	IM	S1	Sed	Night	Sol	Bottom
12803	IM	S3	Sed	Day	SmallG	Bottom
12804	FC	S3	Sed	Night	Sol	Bottom
12820	IM	S2	VMob	Day	MedG	Bottom
12821	FC	S5	Sed	Night	Sol	Bottom
12822	IM	S5	Sed	Night	Sol	Bottom
12823	OM	S4	VMob	Both	MedG	High
12824	OM	S1	Sed	Day	Sol	Bottom
12825	IM	S3	Mob	Day	Sol	Bottom
12826	FC	S5	Mob	Both	Sol	Bottom
12827	PK	S1	Sed	Day	SmallG	Low
12829	OM	S2	Sed	Day	Sol	Bottom
12830	PK	S2	Sed	Day	SmallG	Low
12831	OM	S5	Mob	Day	Sol	Bottom
12832	PK	S2	Sed	Day	SmallG	Low
12833	OM	S5	Mob	Day	SmallG	Bottom
12834	IM	S2	Sed	Day	Sol	Bottom
12836	OM	S3	VMob	Day	LargeG	Bottom
12837	HM	S3	Mob	Day	MedG	Bottom
12839	OM	S4	Mob	Day	MedG	Bottom
12841	IM	S4	VMob	Day	SmallG	Bottom
12842	IM	S2	VMob	Day	SmallG	Bottom
12843	IM	S2	VMob	Day	SmallG	Bottom
12844	IM	S2	VMob	Day	SmallG	Bottom
12845	IM	S3	VMob	Day	SmallG	Bottom
12847	FC	S1	Sed	Night	Sol	Bottom
12848	FC	S3	Sed	Night	Sol	Bottom
12849	FC	S3	Sed	Night	Sol	Bottom
12853	FC	S3	Sed	Night	Sol	Bottom
12854	FC	S3	Sed	Night	Sol	Bottom
12859	IM	S5	VMob	Day	Sol	Bottom
12860	FC	S5	Mob	Both	Sol	Bottom
12862	FC	S3	Sed	Night	Sol	Bottom
12863	FC	S2	Sed	Night	Sol	Bottom
12864	IM	S4	Mob	Both	Sol	Bottom
12866	FC	S2	Sed	Night	Sol	Bottom
12867	FC	S1	Sed	Night	Sol	Bottom
12869	FC	S1	Sed	Night	Sol	Bottom
12872	PK	S1	Sed	Day	LargeG	Low
12873	PK	S1	Sed	Day	LargeG	Low
12874	PK	S1	Sed	Day	LargeG	Low
12875	PK	S1	Sed	Day	LargeG	Low
12876	FC	S2	Sed	Night	SmallG	Low
12877	FC	S3	Sed	Night	SmallG	Low
12878	FC	S2	Sed	Night	SmallG	Low
12879	FC	S1	Sed	Night	SmallG	Low
12880	FC	S2	Sed	Night	SmallG	Low
12881	IM	S1	Sed	Night	MedG	Bottom
12883	IM	S6	Sed	Night	Sol	Bottom
12884	IM	S4	Sed	Night	SmallG	Bottom
12885	OM	S1	Sed	Day	Sol	Bottom
12886	FC	S6	Sed	Night	Sol	Bottom
12887	FC	S6	Sed	Night	Sol	Bottom
12888	FC	S6	Sed	Night	Sol	Bottom
12889	IM	S6	Sed	Night	Sol	Bottom
12890	FC	S3	Mob	Both	Pair	Bottom
12891	IM	S1	Sed	Day	Sol	Bottom
12892	IM	S3	Mob	Day	SmallG	Bottom
12893	IM	S3	Mob	Night	Sol	Low
12895	OM	S4	VMob	Day	LargeG	High
12896	PK	S3	Mob	Night	SmallG	Low
12897	IM	S2	Sed	Night	Sol	Bottom
12898	FC	S3	Sed	Night	Sol	Bottom
12899	IM	S1	Sed	Night	Sol	Bottom
129	FC	S6	VMob	Day	SmallG	High
12900	FC	S1	Sed	Night	Sol	Bottom
12901	IM	S4	Mob	Both	Sol	Bottom
12902	FC	S3	Mob	Both	Sol	Bottom
12903	FC	S4	Mob	Both	Sol	Bottom
12906	PK	S2	Sed	Night	Sol	Low
12907	PK	S3	Sed	Night	MedG	Low
12908	PK	S3	Sed	Night	MedG	Low
12915	IM	S2	Sed	Day	Sol	Bottom
12916	IM	S3	Mob	Night	Sol	Bottom
12925	IM	S4	Sed	Night	Sol	Bottom
12928	IM	S5	Mob	Day	Sol	Bottom
12931	IM	S3	Sed	Day	Sol	Bottom
12934	IM	S5	Mob	Day	Sol	Bottom
12935	IM	S5	Mob	Day	Sol	Bottom
12939	HD	S2	Sed	Day	Sol	Bottom
12945	IM	S3	Sed	Day	Sol	Bottom
12960	IM	S6	VMob	Day	SmallG	Low
12965	IM	S4	VMob	Night	SmallG	Bottom
12980	FC	S6	Sed	Night	Sol	Bottom
12985	OM	S1	VMob	Day	LargeG	High
12991	IM	S3	Mob	Night	Sol	Low
12992	PK	S1	Sed	Night	Sol	Low
12994	FC	S3	Mob	Both	Sol	Bottom
12998	IM	S1	Sed	Night	Sol	Low
13001	FC	S4	VMob	Night	LargeG	High
13002	FC	S4	VMob	Night	LargeG	High
13003	PK	S2	Sed	Night	Sol	Low
13004	IM	S3	Sed	Day	MedG	Low
13006	PK	S2	Sed	Day	SmallG	Low
13007	FC	S4	VMob	Day	MedG	Low
13008	IM	S3	Sed	Day	Sol	Bottom
13009	PK	S3	Sed	Night	SmallG	Low
13010	PK	S2	Sed	Day	SmallG	Low
13011	IM	S4	Sed	Day	Sol	Bottom
1302	PK	S2	VMob	Day	LargeG	High
13021	PK	S3	Sed	Night	MedG	Low
13023	PK	S2	Sed	Day	MedG	Low
13024	HM	S5	VMob	Day	MedG	Low
13025	HD	S5	Mob	Day	SmallG	Low
13027	PK	S2	Sed	Day	MedG	Low
13028	PK	S2	Sed	Day	MedG	Low
13029	IM	S2	Mob	Day	SmallG	Bottom
1303	PK	S2	VMob	Day	LargeG	High
13032	HM	S4	VMob	Day	MedG	Bottom
13033	IM	S5	Mob	Day	Sol	Bottom
13035	IM	S4	Mob	Day	SmallG	Bottom
13039	IM	S4	Mob	Day	Sol	Bottom
13040	IM	S3	Mob	Day	Sol	Bottom
13041	PK	S2	Sed	Day	MedG	Low
13042	PK	S2	Sed	Day	MedG	Low
13046	PK	S3	Sed	Day	SmallG	Low
13047	PK	S3	Sed	Day	SmallG	Low
13048	OM	S2	Sed	Day	Sol	Bottom
13049	IM	S2	Sed	Day	Sol	Bottom
1305	PK	S2	VMob	Day	LargeG	High
13050	IM	S3	Mob	Day	SmallG	Bottom
13051	IM	S5	Mob	Day	Sol	Bottom
13059	IM	S4	VMob	Day	SmallG	Bottom
13063	IM	S3	Mob	Night	SmallG	Low
13064	IM	S2	Mob	Both	Sol	Bottom
1307	PK	S2	VMob	Day	LargeG	High
13074	IM	S4	Sed	Day	Sol	Bottom
13082	IM	S3	VMob	Day	SmallG	Bottom
1309	FC	S5	Mob	Day	Sol	Low
13099	IM	S2	Sed	Day	Sol	Bottom
13100	IM	S3	Sed	Day	Sol	Bottom
1311	PK	S4	VMob	Day	MedG	High
13117	IM	S3	VMob	Both	SmallG	Bottom
1312	IM	S4	Sed	Day	Sol	Bottom
13131	FC	S6	Mob	Night	Sol	Bottom
13132	FC	S4	Sed	Night	Sol	Low
13136	IM	S2	Mob	Day	SmallG	Bottom
13138	IM	S2	Sed	Day	Sol	Bottom
13139	IM	S4	VMob	Day	SmallG	Low
13140	IM	S2	Mob	Day	Sol	Bottom
13141	IM	S2	Sed	Day	Sol	Bottom
1315	FC	S6	VMob	Both	SmallG	High
13152	IM	S2	Sed	Day	Sol	Bottom
13153	IM	S2	Sed	Day	Pair	Bottom
13155	IM	S3	Sed	Day	Sol	Bottom
1316	FC	S4	Mob	Day	SmallG	High
1317	FC	S6	VMob	Both	SmallG	High
1321	FC	S4	Mob	Both	Sol	Bottom
1325	IM	S4	Mob	Both	Sol	Bottom
1327	IM	S4	Mob	Day	MedG	Low
133	FC	S6	VMob	Day	SmallG	High
1331	IM	S3	Sed	Day	Sol	Bottom
134	FC	S6	VMob	Day	SmallG	High
13417	HM	S5	Mob	Day	SmallG	Bottom
13419	HM	S5	Mob	Day	SmallG	Bottom
13451	IM	S2	Sed	Both	Sol	Bottom
13455	IM	S2	Sed	Both	Sol	Bottom
135	FC	S6	VMob	Both	SmallG	High
13508	IM	S4	Sed	Day	Sol	Bottom
13512	FC	S4	Mob	Both	Sol	Bottom
13514	IM	S1	Sed	Day	Sol	Bottom
13520	PK	S2	VMob	Day	LargeG	High
13522	IM	S2	Mob	Day	Sol	Bottom
13524	PK	S2	VMob	Day	LargeG	High
1353	FC	S4	Sed	Day	Sol	Bottom
13533	IM	S4	Mob	Day	Sol	Bottom
13538	IM	S4	Sed	Night	Sol	Bottom
13546	IM	S2	Mob	Night	Sol	Bottom
13554	OM	S3	Sed	Day	Sol	Bottom
13556	IM	S2	Mob	Both	Sol	Bottom
1356	IM	S5	Mob	Day	SmallG	Low
13568	FC	S6	VMob	Day	Sol	High
13570	FC	S6	VMob	Day	Sol	High
13577	OM	S1	Sed	Day	Sol	Bottom
13596	PK	S5	Sed	Day	MedG	Bottom
1360	IM	S4	Sed	Day	Sol	Bottom
13601	PK	S5	Sed	Day	MedG	Bottom
13603	FC	S3	Sed	Night	Sol	Bottom
13632	IM	S2	Mob	Both	Sol	Bottom
1365	FC	S5	VMob	Both	SmallG	High
13673	HD	S3	VMob	Both	MedG	Low
13701	IM	S4	VMob	Night	SmallG	Bottom
13703	IM	S4	VMob	Night	SmallG	Bottom
13707	IM	S4	VMob	Night	LargeG	Bottom
13717	IM	S4	VMob	Night	MedG	Bottom
13718	IM	S5	VMob	Night	MedG	Bottom
13722	IM	S4	VMob	Night	MedG	Low
13746	PK	S2	Sed	Day	Sol	Low
13747	PK	S2	Sed	Day	Sol	Low
13748	OM	S2	Sed	Day	Sol	Bottom
13749	PK	S3	Mob	Night	MedG	Bottom
1375	IM	S4	Mob	Day	Sol	Low
13750	OM	S2	Sed	Day	Sol	Bottom
13751	PK	S3	Mob	Night	MedG	Bottom
13752	PK	S3	Mob	Night	MedG	Bottom
13753	OM	S1	Sed	Day	Sol	Bottom
13754	HD	S2	Sed	Day	Sol	Bottom
13756	OM	S1	Sed	Day	Sol	Bottom
13758	PK	S3	VMob	Day	LargeG	High
13759	OM	S2	Sed	Day	Sol	Bottom
13760	OM	S1	Sed	Day	Sol	Bottom
13761	HD	S3	Sed	Day	Sol	Bottom
13762	HD	S2	Sed	Day	Sol	Bottom
13763	OM	S1	Sed	Day	Sol	Bottom
13764	IM	S2	Sed	Day	Sol	Bottom
13765	IM	S1	Sed	Day	Sol	Bottom
13766	IM	S1	Sed	Day	Sol	Bottom
13767	OM	S2	Sed	Day	Sol	Bottom
13768	IS	S1	Sed	Day	Sol	Bottom
13769	PK	S2	Sed	Day	Pair	Low
13770	PK	S4	VMob	Day	MedG	Low
13774	IM	S3	Sed	Day	Sol	Bottom
13775	IM	S3	Sed	Night	Sol	Bottom
13778	IM	S3	Mob	Day	Sol	Bottom
13779	IM	S2	Sed	Night	Sol	Bottom
13780	IM	S6	Sed	Night	Sol	Bottom
13782	FC	S6	Sed	Night	Sol	Bottom
13783	FC	S6	Sed	Night	Sol	Bottom
13786	IM	S5	Sed	Night	Sol	Bottom
13789	IM	S6	Sed	Night	Sol	Bottom
13790	IM	S6	Sed	Night	Sol	Bottom
13791	IM	S5	Sed	Night	Sol	Bottom
13792	IM	S5	Sed	Night	Sol	Bottom
13800	IM	S4	Mob	Day	Sol	Low
13807	IM	S5	Sed	Day	Sol	Bottom
13810	IS	S3	Mob	Day	Sol	Low
13821	IM	S4	Sed	Day	SmallG	Bottom
13822	IM	S4	Sed	Day	SmallG	Bottom
13828	HD	S3	VMob	Both	MedG	High
13835	IM	S4	Mob	Day	Sol	Bottom
13837	IM	S2	Sed	Day	SmallG	Bottom
13839	IM	S3	Sed	Day	SmallG	Bottom
13843	IM	S2	Sed	Day	SmallG	Bottom
13844	IM	S3	Sed	Day	SmallG	Bottom
13845	IM	S2	Sed	Day	SmallG	Bottom
13846	IM	S4	Sed	Day	SmallG	Bottom
13847	IM	S3	Mob	Day	Sol	Bottom
13860	IM	S3	Sed	Day	SmallG	Bottom
13898	IM	S3	Mob	Night	Sol	Bottom
13902	IM	S4	Mob	Night	Sol	Bottom
13903	IM	S6	Mob	Night	Sol	Bottom
1391	IM	S6	Mob	Night	SmallG	Low
13914	IM	S5	Mob	Night	Sol	Bottom
13919	IM	S5	Mob	Night	Sol	Bottom
13924	IM	S5	Mob	Night	Sol	Bottom
1393	IM	S6	Mob	Night	Sol	Bottom
1394	IM	S5	Mob	Night	SmallG	Low
1395	IM	S5	Mob	Night	MedG	Low
13980	HM	S4	Mob	Day	SmallG	Bottom
13981	HD	S5	Mob	Day	SmallG	Bottom
13993	PK	S4	VMob	Both	LargeG	Low
13994	PK	S3	VMob	Both	LargeG	Low
14	IM	S5	Mob	Day	Sol	Bottom
1401	IM	S6	Mob	Day	SmallG	Low
14021	IM	S5	Mob	Both	Sol	Bottom
1403	IM	S6	Mob	Day	SmallG	Low
1404	IM	S5	Mob	Day	SmallG	Low
14043	FC	S2	Sed	Night	Sol	Bottom
1405	FC	S6	Mob	Night	Sol	Low
1406	IM	S6	Mob	Both	SmallG	Low
14063	IM	S4	Mob	Day	MedG	Low
1407	FC	S6	Mob	Night	MedG	Low
14073	IM	S3	VMob	Both	MedG	Bottom
14074	IM	S4	VMob	Both	MedG	Bottom
14075	IM	S4	VMob	Both	MedG	Bottom
1408	IM	S5	VMob	Night	SmallG	Bottom
1409	IM	S4	Mob	Night	MedG	Low
14096	IM	S4	VMob	Both	MedG	Bottom
1410	IM	S3	Mob	Night	MedG	Low
14100	IM	S6	Mob	Day	Sol	Bottom
14101	PK	S3	VMob	Both	SmallG	Low
1411	IM	S4	Mob	Night	SmallG	Low
14159	IM	S2	Sed	Day	Pair	Bottom
14163	IM	S3	Sed	Day	Sol	Bottom
1417	FC	S6	Mob	Night	MedG	Low
1418	IM	S4	Mob	Night	MedG	Low
1419	IM	S5	Mob	Day	SmallG	Low
14196	OM	S1	Sed	Day	Sol	Bottom
14198	OM	S1	Sed	Day	Sol	Bottom
14203	OM	S1	Sed	Day	Sol	Bottom
14204	OM	S1	Sed	Day	Sol	Bottom
14205	FC	S3	Sed	Night	Sol	Bottom
14209	OM	S2	Sed	Day	Sol	Bottom
14212	FC	S4	Sed	Night	Sol	Bottom
14217	FC	S4	Sed	Night	Sol	Bottom
1423	FC	S6	Mob	Day	SmallG	Low
14238	FC	S5	Mob	Both	Sol	Bottom
14239	FC	S4	Mob	Both	Sol	Bottom
1424	FC	S4	Mob	Night	MedG	Low
1425	IM	S4	Mob	Night	SmallG	Low
14256	IM	S3	Mob	Day	SmallG	Bottom
1426	IM	S6	VMob	Night	Sol	Bottom
14267	IM	S4	Sed	Day	Sol	Bottom
1427	FC	S6	Mob	Day	SmallG	Low
14270	IM	S1	Sed	Day	Sol	Bottom
14274	IM	S1	Sed	Day	Sol	Bottom
14279	IM	S1	Sed	Day	Pair	Bottom
1428	FC	S4	Mob	Both	SmallG	Low
14281	IM	S2	Sed	Day	Sol	Bottom
14284	IM	S4	VMob	Both	SmallG	Bottom
14285	OM	S3	Sed	Day	SmallG	Bottom
14286	IM	S3	Sed	Day	Pair	Bottom
1429	FC	S6	Mob	Day	SmallG	Low
14296	PK	S3	Sed	Both	LargeG	Low
14298	FC	S3	Mob	Night	Sol	Bottom
14299	IM	S4	Mob	Day	Sol	Bottom
14300	IS	S2	Sed	Day	Pair	Bottom
14301	IM	S4	Mob	Day	Sol	Bottom
14303	OM	S4	VMob	Day	MedG	High
14307	OM	S4	VMob	Day	MedG	Low
14310	IM	S2	Mob	Night	Sol	Bottom
14313	FC	S4	Sed	Night	Sol	Bottom
14314	FC	S5	Mob	Night	Sol	Bottom
14316	FC	S4	Mob	Night	Sol	Bottom
14320	FC	S4	Sed	Night	Sol	Bottom
14328	IM	S5	Mob	Day	Sol	Bottom
14330	IM	S5	Mob	Day	Sol	Bottom
14334	IM	S4	Mob	Day	Sol	Bottom
14338	IM	S4	Sed	Night	Sol	Bottom
14342	IM	S3	Mob	Day	SmallG	Bottom
14343	OM	S3	Mob	Day	SmallG	Bottom
14353	IM	S3	Mob	Night	Sol	Bottom
14355	FC	S5	Mob	Day	Sol	Bottom
14364	IM	S4	Sed	Night	Sol	Bottom
14379	HD	S4	Mob	Day	SmallG	Bottom
14381	HD	S4	Mob	Day	SmallG	Bottom
14382	OM	S4	Mob	Day	SmallG	Bottom
14383	HD	S5	Mob	Day	SmallG	Bottom
14387	OM	S2	Sed	Night	LargeG	Low
14388	OM	S3	Sed	Night	MedG	Low
14389	PK	S3	Sed	Night	MedG	Low
1439	IM	S6	Mob	Day	SmallG	Low
14390	PK	S4	VMob	Day	SmallG	High
14398	IM	S4	Mob	Day	SmallG	Low
14401	IM	S4	Mob	Day	Sol	Low
14410	IM	S4	VMob	Both	SmallG	Bottom
14413	IM	S4	VMob	Both	Sol	Bottom
14414	IM	S6	VMob	Both	Sol	Bottom
14415	FC	S6	VMob	Both	Sol	Bottom
14418	IM	S4	Sed	Day	Sol	Bottom
14419	IM	S3	Sed	Day	Sol	Bottom
14420	FC	S6	Mob	Day	Sol	Bottom
14422	IM	S4	Mob	Day	Sol	Bottom
14430	IM	S2	Mob	Day	Sol	Bottom
14478	IM	S2	Sed	Day	Sol	Bottom
14489	IM	S4	Mob	Both	Sol	Bottom
14490	IM	S3	Mob	Both	Sol	Bottom
14501	FC	S5	VMob	Both	SmallG	High
14503	FC	S5	VMob	Both	SmallG	High
1453	PK	S3	VMob	Day	LargeG	High
14532	IM	S5	Mob	Day	LargeG	Low
14534	IM	S2	Mob	Day	Sol	Bottom
14535	IM	S5	Mob	Day	Pair	Bottom
14538	IM	S5	VMob	Day	Sol	Bottom
14541	OM	S4	VMob	Day	SmallG	Bottom
14544	OM	S5	VMob	Day	SmallG	Bottom
14545	OM	S4	VMob	Day	SmallG	Bottom
14547	OM	S5	VMob	Day	LargeG	Bottom
14549	IM	S6	Mob	Day	Sol	Bottom
14550	IM	S4	Mob	Day	LargeG	Low
14555	IM	S3	Mob	Day	Sol	Bottom
14558	IM	S4	Mob	Day	Sol	Bottom
14560	OM	S4	Mob	Day	Sol	Bottom
14561	IM	S3	Mob	Day	Sol	Bottom
14562	IM	S3	Mob	Day	Sol	Bottom
14568	IM	S4	Mob	Day	Sol	Bottom
1457	PK	S1	VMob	Both	LargeG	High
14570	IM	S3	Sed	Day	Sol	Bottom
14573	IM	S5	Mob	Both	Sol	Bottom
14591	FC	S4	Sed	Night	Sol	Bottom
14604	HM	S4	VMob	Day	MedG	Bottom
14628	FC	S4	Mob	Night	Sol	Bottom
14660	OM	S1	Sed	Day	Sol	Bottom
14661	OM	S1	Sed	Day	Sol	Bottom
14685	IM	S3	Sed	Night	Sol	Bottom
14688	IM	S4	Sed	Night	Sol	Bottom
14804	FC	S2	Sed	Night	SmallG	Bottom
14817	PK	S2	Sed	Night	SmallG	Low
14820	PK	S2	Sed	Night	SmallG	Low
14822	PK	S2	Sed	Night	MedG	Low
14832	PK	S2	Sed	Night	SmallG	Low
14861	IM	S1	Sed	Night	Sol	Bottom
14871	PK	S1	Sed	Night	MedG	Low
14873	PK	S2	Sed	Night	Sol	Low
14876	PK	S1	Sed	Night	Sol	Low
14881	PK	S2	Sed	Night	LargeG	Low
14886	PK	S1	Sed	Night	LargeG	Low
14888	PK	S1	Sed	Night	MedG	Bottom
14890	PK	S1	Sed	Night	LargeG	Low
14892	PK	S1	Sed	Night	LargeG	Low
14897	PK	S1	Sed	Night	LargeG	Low
14902	PK	S1	Sed	Night	SmallG	Low
1494	PK	S3	VMob	Day	LargeG	High
14952	OM	S1	Sed	Day	Sol	Bottom
14956	FC	S6	Mob	Both	LargeG	High
14958	IM	S5	Mob	Both	LargeG	High
14960	PK	S1	Sed	Day	SmallG	Low
14964	IM	S4	Sed	Day	Sol	Bottom
14967	IM	S2	Sed	Day	Sol	Bottom
14977	FC	S4	Sed	Night	Sol	Bottom
14979	IM	S3	Sed	Day	Sol	Bottom
14981	IM	S1	Sed	Night	Sol	Bottom
14983	IM	S3	Sed	Night	Sol	Bottom
14985	IM	S1	Sed	Day	Sol	Bottom
1499	PK	S3	VMob	Day	LargeG	High
14992	IM	S3	Sed	Night	Sol	Bottom
14996	IM	S2	Sed	Night	Sol	Bottom
14998	IM	S3	Sed	Day	Sol	Bottom
15	IM	S5	Mob	Day	Sol	Bottom
15001	IM	S1	Sed	Day	Sol	Bottom
15003	IM	S1	Sed	Day	Sol	Bottom
15005	IM	S2	Sed	Day	Sol	Bottom
15007	IM	S2	Sed	Day	Sol	Bottom
15009	IM	S2	Sed	Day	Sol	Bottom
1501	PK	S3	VMob	Day	LargeG	High
15013	IM	S3	Sed	Day	Sol	Bottom
15015	IM	S2	Sed	Day	Sol	Bottom
15017	IM	S2	Sed	Day	Sol	Bottom
15019	IM	S1	Sed	Day	Sol	Bottom
1502	PK	S2	VMob	Day	LargeG	High
15021	IM	S1	Sed	Day	Sol	Bottom
15025	PK	S2	VMob	Day	LargeG	High
15036	FC	S4	Mob	Both	Sol	Bottom
15038	FC	S3	Mob	Both	Sol	Bottom
15042	FC	S5	Mob	Both	Sol	Bottom
15047	PK	S4	Sed	Day	LargeG	Low
15055	FC	S3	Sed	Day	Sol	Bottom
15064	PK	S2	Sed	Day	LargeG	Low
1508	PK	S3	VMob	Day	LargeG	High
15086	FC	S4	VMob	Day	MedG	Low
1509	PK	S2	VMob	Day	LargeG	High
15093	IM	S2	Mob	Night	Sol	Bottom
15095	IM	S4	Mob	Night	Sol	Bottom
15099	IM	S3	Mob	Night	Sol	Bottom
151	IM	S5	Mob	Night	SmallG	Low
15101	IM	S5	Sed	Day	Sol	Bottom
15111	IM	S1	Sed	Night	Sol	Bottom
15118	IM	S1	Sed	Night	Sol	Bottom
15154	IM	S3	Sed	Night	Sol	Bottom
15197	FC	S4	VMob	Both	Sol	Bottom
152	IM	S5	Mob	Night	SmallG	Bottom
15212	IM	S2	VMob	Both	Sol	Bottom
15226	FC	S3	VMob	Both	Sol	Bottom
15242	FC	S3	Mob	Both	Sol	Bottom
15287	HD	S4	VMob	Both	MedG	Low
15294	IM	S3	Mob	Both	Sol	Bottom
153	PK	S4	VMob	Night	SmallG	Bottom
15300	IM	S1	Mob	Day	Pair	Bottom
15302	IM	S4	Sed	Day	MedG	Low
15330	HD	S2	Sed	Day	Sol	Bottom
15341	PK	S2	Sed	Day	Pair	Low
15342	PK	S2	Sed	Day	SmallG	Low
15370	IM	S3	Sed	Day	Sol	Bottom
15375	IM	S3	Sed	Day	Sol	Bottom
154	IM	S6	Mob	Day	SmallG	Low
15426	PK	S2	Sed	Night	MedG	Low
